video_id,title,channel_name,category_id,publish_date,trending_date,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,tags,duration_seconds,thumbnail_link
VID00078,Streaming For 24 Hours Straight,MKBHD,7,2024-08-24,2024-09-03,18649770,2152615,244211,40836,FALSE,FALSE,review|shorts|unboxing|gameplay,3377,https://i.ytimg.com/vi/78/mqdefault.jpg
VID00079,I Challenged My Mom To Draw,Vsauce,1,2024-05-06,2024-05-18,14738730,1755362,146343,275383,FALSE,FALSE,vlog|update,1550,https://i.ytimg.com/vi/79/mqdefault.jpg
VID00080,How Gaming Setups Actually Works,Dude Perfect,9,2024-07-16,2024-07-21,8505575,785688,80076,232065,FALSE,FALSE,funny|challenge,675,https://i.ytimg.com/vi/80/mqdefault.jpg
VID00081,JavaScript Tier List 2024,The Tonight Show,6,2024-03-06,2024-03-17,23633090,2431748,275829,493388,FALSE,FALSE,[none],2216,https://i.ytimg.com/vi/81/mqdefault.jpg
VID00082,The Truth About Electric Cars Nobody Tells You,5-Minute Crafts,8,2024-04-08,2024-04-12,4665927,165614,8514,111307,FALSE,FALSE,science|prank|trending|shorts|tutorial|update,2139,https://i.ytimg.com/vi/82/mqdefault.jpg
VID00083,Sleep Science Tier List 2024,T-Series,7,2024-07-05,2024-07-16,24195288,1058616,76419,224118,FALSE,FALSE,top10|reaction|prank|challenge|update|news,3126,https://i.ytimg.com/vi/83/mqdefault.jpg
VID00084,Reacting to Space For The First Time,MKBHD,9,2024-08-02,2024-08-05,6750743,675924,19855,55694,FALSE,FALSE,collab|epic|prank,2686,https://i.ytimg.com/vi/84/mqdefault.jpg
VID00085,I Spent 24 Days Coding And This Happened,Vice,4,2024-08-18,2024-09-02,11780128,1331710,90670,147218,FALSE,FALSE,update,1591,https://i.ytimg.com/vi/85/mqdefault.jpg
VID00086,100 Things You Didn't Know About Coffee,T-Series,5,2024-08-29,2024-09-10,4707109,451336,34155,88705,FALSE,FALSE,[none],384,https://i.ytimg.com/vi/86/mqdefault.jpg
VID00087,I Tried Electric Cars For 30 Days,WWE,5,2024-03-03,2024-03-04,8050702,499003,60452,114773,FALSE,FALSE,unboxing|viral|reaction|collab|funny|challenge,514,https://i.ytimg.com/vi/87/mqdefault.jpg
VID00088,I Spent 24 Days Drawing And This Happened,PewDiePie,9,2024-07-03,2024-07-05,17701625,1317145,158186,278288,FALSE,FALSE,unboxing|trending|update,143,https://i.ytimg.com/vi/88/mqdefault.jpg
VID00089,The Truth About Sleep Science Nobody Tells You,Gordon Ramsay,2,2024-10-24,2024-11-05,11207473,373667,22166,121240,FALSE,FALSE,top10,2692,https://i.ytimg.com/vi/89/mqdefault.jpg
VID00090,Why Everyone Is Wrong About Netflix,Linus Tech Tips,1,2024-04-12,2024-04-27,1456130,75077,4009,18272,FALSE,FALSE,unboxing|gameplay|trending|update,3399,https://i.ytimg.com/vi/90/mqdefault.jpg
VID00091,Working Out For 24 Hours Straight,Red Bull,6,2024-08-11,2024-08-26,13472503,1270871,171884,164535,FALSE,FALSE,unboxing|collab|gameplay,825,https://i.ytimg.com/vi/91/mqdefault.jpg
VID00092,Teaching My My Mom How To Build a PC,5-Minute Crafts,2,2024-02-10,2024-02-16,22226769,1101647,79790,484815,FALSE,FALSE,top10|collab|science|viral|prank,742,https://i.ytimg.com/vi/92/mqdefault.jpg
VID00093,I Challenged A Kid To Speedrun,Shroud,7,2024-07-05,2024-07-14,22847237,822470,11810,585149,FALSE,FALSE,top10|trending|challenge|prank|epic|update,2837,https://i.ytimg.com/vi/93/mqdefault.jpg
VID00094,30 Things You Didn't Know About Fast Food,NatGeo,6,2024-08-15,2024-08-28,2629846,203529,17121,,TRUE,FALSE,reaction|epic,2720,https://i.ytimg.com/vi/94/mqdefault.jpg
VID00095,Why Everyone Is Wrong About GPUs,TechLead,8,2024-04-19,2024-04-29,9632369,861115,129001,65549,FALSE,FALSE,funny|top10|tutorial|prank|collab|reaction,615,https://i.ytimg.com/vi/95/mqdefault.jpg
VID00096,I Tried Calories For 30 Days,SSSniperWolf,9,2024-05-28,2024-06-12,10114875,1063439,116609,282128,FALSE,FALSE,collab,2672,https://i.ytimg.com/vi/96/mqdefault.jpg
VID00097,Sleep Science Tier List 2024,SSSniperWolf,10,2024-07-07,2024-07-15,18560199,612061,81890,53948,FALSE,FALSE,unboxing|prank|news|update|review,1690,https://i.ytimg.com/vi/97/mqdefault.jpg
VID00098,Gaming Setups Tier List 2024,NatGeo,3,2024-10-09,2024-10-20,19772825,755249,109720,267841,FALSE,FALSE,epic|prank|challenge|unboxing|funny|news,286,https://i.ytimg.com/vi/98/mqdefault.jpg
VID00099,Why Everyone Is Wrong About Python,Shroud,9,2024-05-20,2024-05-23,21022270,1057051,89518,327413,FALSE,TRUE,challenge|tutorial|shorts|news,750,https://i.ytimg.com/vi/99/mqdefault.jpg
VID00100,Gaming For 24 Hours Straight,CNN,4,2024-10-19,2024-10-26,20790277,1744285,139063,398918,FALSE,FALSE,vlog|unboxing|reaction|update|top10,1246,https://i.ytimg.com/vi/100/mqdefault.jpg
VID00101,Gaming For 24 Hours Straight,Veritasium,4,2024-06-23,2024-07-03,4870721,249664,27605,108577,FALSE,FALSE,update|challenge,3585,https://i.ytimg.com/vi/101/mqdefault.jpg
VID00102,We Tested Every AI So You Don't Have To,Veritasium,4,2024-03-13,2024-03-15,1748031,85690,5465,32943,FALSE,FALSE,tutorial|shorts|prank|epic|update|funny,1076,https://i.ytimg.com/vi/102/mqdefault.jpg
VID00103,Surprising A Stranger With Smartphones,MKBHD,8,2024-05-03,2024-05-07,19623780,1084989,18526,301262,FALSE,FALSE,unboxing|vlog|viral|news|trending,3512,https://i.ytimg.com/vi/103/mqdefault.jpg
VID00104,24 Things You Didn't Know About Space,The Tonight Show,1,2024-10-18,2024-10-27,6581548,370227,18661,80321,FALSE,FALSE,science|gameplay|epic|funny|trending|review,1904,https://i.ytimg.com/vi/104/mqdefault.jpg
VID00105,The Truth About JavaScript Nobody Tells You,MKBHD,7,2024-09-13,2024-09-14,1570128,37512,4122,38177,FALSE,FALSE,challenge|prank|science,2187,https://i.ytimg.com/vi/105/mqdefault.jpg
VID00106,I Challenged A Kid To Code,MKBHD,9,2024-09-29,2024-10-07,23831361,1818152,139061,35329,FALSE,FALSE,epic|news|vlog|update|collab,1416,https://i.ytimg.com/vi/106/mqdefault.jpg
VID00107,Teaching My A CEO How To Speedrun,Smosh,8,2024-03-28,2024-04-06,21156584,1948908,230838,254418,FALSE,FALSE,reaction|trending|epic|unboxing|viral,3425,https://i.ytimg.com/vi/107/mqdefault.jpg
VID00108,Calories Tier List 2024,TED,1,2024-03-11,2024-03-20,7007233,533171,79835,104216,FALSE,FALSE,tutorial|top10,1603,https://i.ytimg.com/vi/108/mqdefault.jpg
VID00109,Surprising A CEO With Fast Food,CNN,9,2024-06-01,2024-06-05,10036287,974698,105936,210932,FALSE,FALSE,unboxing|collab,2062,https://i.ytimg.com/vi/109/mqdefault.jpg
VID00110,Why Everyone Is Wrong About YouTube,SSSniperWolf,7,2024-07-21,2024-08-04,11630797,1342902,164701,109598,FALSE,FALSE,funny|collab|top10|shorts|challenge,1238,https://i.ytimg.com/vi/110/mqdefault.jpg
VID00111,Coding For 24 Hours Straight,Ninja,10,2024-05-02,2024-05-06,1753405,152517,12864,34192,FALSE,FALSE,[none],275,https://i.ytimg.com/vi/111/mqdefault.jpg
VID00112,The Best Smartphones Ranked,Vice,8,2024-09-01,2024-09-12,6742631,644535,32364,62551,FALSE,FALSE,funny|reaction|trending|top10|science|review,302,https://i.ytimg.com/vi/112/mqdefault.jpg
VID00113,30 Things You Didn't Know About Crypto,Vice,5,2024-01-20,2024-01-21,10062381,772752,19335,296908,FALSE,FALSE,science|prank|unboxing,1225,https://i.ytimg.com/vi/113/mqdefault.jpg
VID00114,Gaming For 24 Hours Straight,Vsauce,8,2024-05-11,2024-05-23,6297804,134826,7711,60179,FALSE,FALSE,review|tutorial|update|news|science|gameplay,2822,https://i.ytimg.com/vi/114/mqdefault.jpg
VID00115,We Tested Every Smartphones So You Don't Have To,MrBeast,5,2024-07-15,2024-07-19,15039956,1434445,205935,146736,FALSE,FALSE,viral|gameplay|collab|unboxing,3020,https://i.ytimg.com/vi/115/mqdefault.jpg
VID00116,Teaching My My Best Friend How To Build a PC,Vice,5,2024-03-01,2024-03-12,9949819,564695,23106,286191,FALSE,FALSE,top10,2018,https://i.ytimg.com/vi/116/mqdefault.jpg
VID00117,I Tried Space For 30 Days,Bon Appétit,10,2024-02-11,2024-02-20,15040374,1095199,66423,415115,FALSE,FALSE,[none],519,https://i.ytimg.com/vi/117/mqdefault.jpg
VID00118,I Spent 100 Days Traveling And This Happened,TED,9,2024-08-14,2024-08-16,22876920,927433,84990,83210,FALSE,FALSE,trending|top10|challenge,2150,https://i.ytimg.com/vi/118/mqdefault.jpg
VID00119,The Truth About Smartphones Nobody Tells You,The Tonight Show,5,2024-01-02,2024-01-14,7361554,572958,9362,80913,FALSE,FALSE,trending|funny|unboxing|viral,321,https://i.ytimg.com/vi/119/mqdefault.jpg
VID00120,How Smartphones Actually Works,The Tonight Show,2,2024-10-03,2024-10-06,21978965,2330400,62008,,TRUE,FALSE,challenge|reaction|viral|update,1669,https://i.ytimg.com/vi/120/mqdefault.jpg
VID00121,I Challenged A Pro Gamer To Speedrun,Veritasium,6,2024-03-20,2024-03-25,6374354,725025,80842,27234,FALSE,TRUE,news|viral|reaction|epic|trending,3375,https://i.ytimg.com/vi/121/mqdefault.jpg
VID00122,10 Things You Didn't Know About JavaScript,WWE,9,2024-04-21,2024-05-04,1943947,66120,9857,15144,FALSE,FALSE,shorts|science|reaction|challenge,3056,https://i.ytimg.com/vi/122/mqdefault.jpg
VID00123,The Truth About The Internet Nobody Tells You,SSSniperWolf,10,2024-03-30,2024-04-10,22825074,1431589,113649,666410,FALSE,FALSE,update|prank|shorts|collab|review,2695,https://i.ytimg.com/vi/123/mqdefault.jpg
VID00124,We Tested Every Crypto So You Don't Have To,TED,3,2024-08-25,2024-09-09,1983538,151222,22001,34040,FALSE,FALSE,reaction|gameplay|review,609,https://i.ytimg.com/vi/124/mqdefault.jpg
VID00125,Reacting to Crypto For The First Time,The Tonight Show,10,2024-01-21,2024-02-04,2492236,96739,11283,54841,FALSE,FALSE,unboxing,2349,https://i.ytimg.com/vi/125/mqdefault.jpg
VID00126,The Best Fast Food Ranked,Gordon Ramsay,8,2024-05-04,2024-05-16,20330350,1837393,120401,161435,FALSE,FALSE,vlog|update|top10|gameplay|shorts|tutorial,1377,https://i.ytimg.com/vi/126/mqdefault.jpg
VID00127,I Challenged My Best Friend To Draw,Bon Appétit,6,2024-04-14,2024-04-20,10549920,647691,57484,78248,FALSE,FALSE,[none],657,https://i.ytimg.com/vi/127/mqdefault.jpg
VID00128,30 Things You Didn't Know About Python,WWE,7,2024-10-18,2024-11-01,8295331,580093,58963,173045,FALSE,FALSE,unboxing|science|top10|funny|collab|update,1114,https://i.ytimg.com/vi/128/mqdefault.jpg
VID00129,I Spent 100 Days Streaming And This Happened,NASA,2,2024-01-25,2024-02-07,264205,16179,2070,2037,FALSE,FALSE,viral,2956,https://i.ytimg.com/vi/129/mqdefault.jpg
VID00130,Teaching My A CEO How To Cook,MrBeast,1,2024-09-29,2024-10-08,13852230,293460,24685,124219,FALSE,FALSE,[none],1234,https://i.ytimg.com/vi/130/mqdefault.jpg
VID00131,How Smartphones Actually Works,WWE,4,2024-09-26,2024-10-01,11943069,558129,36594,141149,FALSE,FALSE,reaction|science|vlog,1723,https://i.ytimg.com/vi/131/mqdefault.jpg
